packet_id,timestamp,altitude_m,lat,lon,temp_c,battery_v,status_code
889,1790311479,334.68,12.98918,77.62097,24.57,4.052,0
890,1790311480,335.56,12.9892,77.621,24.56,4.056,0
891,1790311481,336.9,12.98922,77.62103,24.9,4.053,0
892,1790311482,337.68,12.98924,77.62106,24.94,4.049,0
893,1790311483,338.67,12.98926,77.62109,24.88,4.051,0
894,1790311484,339.32,12.98928,77.62112,24.82,4.05,0
895,1790311485,340.69,12.9893,77.62115,24.82,4.052,0
896,1790311486,341.38,12.98932,77.62118,25.0,4.054,0
897,1790311487,341.7,12.98934,77.62121,24.92,4.054,0
898,1790311488,343.35,12.98936,77.62124,24.52,4.048,0
899,1790311489,343.81,12.98938,77.62127,24.76,4.053,0
900,1790311490,344.56,12.9894,77.6213,24.94,4.054,0
901,1790311491,345.25,12.98942,77.62133,24.9,4.053,0
902,1790311492,346.17,12.98944,77.62136,25.05,4.051,0
903,1790311493,347.66,12.98946,77.62139,24.91,4.048,0
904,1790311494,347.89,12.98948,77.62142,24.94,4.049,0
905,1790311495,349.53,12.9895,77.62145,24.93,4.046,0
906,1790311495,349.53,12.9895,77.62145,25.03,4.045,0
907,1790311496,350.33,12.98952,77.62148,24.62,4.047,0
908,1790311497,351.12,12.98954,77.62151,24.81,4.047,0
909,1790311498,351.75,12.98956,77.62154,24.68,4.05,0
910,1790311499,352.74,12.98958,77.62157,24.67,4.048,0
911,1790311500,353.15,12.9896,77.6216,24.79,4.052,0
912,1790311501,354.17,12.98962,77.62163,24.76,4.045,0
913,1790311502,355.68,12.98964,77.62166,24.59,4.05,0
914,1790311503,356.09,12.98966,77.62169,24.53,4.054,0
915,1790311504,357.45,12.98968,77.62172,24.77,4.053,0
916,1790311505,358.22,12.9897,77.62175,24.68,4.047,0
917,1790311506,358.79,12.98972,77.62178,24.86,4.047,0
918,1790311507,359.34,12.98974,77.62181,24.64,4.049,0
919,1790311508,361.05,12.98976,77.62184,24.53,4.052,0
920,1790311509,362.02,12.98978,77.62187,24.99,4.044,0
921,1790311510,362.4,12.9898,77.6219,24.58,4.051,0
922,1790311511,363.15,12.98982,77.62193,24.74,4.043,0
923,1790311512,363.91,12.98984,77.62196,24.75,4.046,0
924,1790311513,365.23,12.98986,77.62199,24.68,4.049,0
925,1790311514,365.99,12.98988,77.62202,24.86,4.045,0
926,1790311515,367.29,12.9899,77.62205,24.86,4.045,0
927,1790311516,367.3,12.98992,77.62208,24.64,4.044,0
928,1790311517,368.54,12.98994,77.62211,24.89,4.051,0
929,1790311518,370.03,12.98996,77.62214,24.38,4.049,0
930,1790311519,370.83,12.98998,77.62217,24.82,4.043,0
931,1790311520,371.41,12.99,77.6222,24.52,4.047,0
932,1790311521,371.84,12.99002,77.62223,24.97,4.048,0
933,1790311522,372.77,12.99004,77.62226,24.92,4.05,0
934,1790311523,374.1,12.99006,77.62229,24.79,4.045,0
935,1790311524,375.45,12.99008,77.62232,24.41,4.042,0
936,1790311525,375.51,12.9901,77.62235,24.85,4.042,0
937,1790311526,376.85,12.99012,77.62238,24.62,4.051,0
938,1790311527,377.42,12.99014,77.62241,24.51,4.044,0
939,1790311528,378.89,12.99016,77.62244,24.77,4.047,0
940,1790311529,379.31,12.99018,77.62247,24.51,4.041,0
941,1790311530,380.1,12.9902,77.6225,24.81,4.046,0
942,1790311531,380.96,12.99022,77.62253,24.44,4.045,0
943,1790311532,382.12,12.99024,77.62256,24.65,4.05,0
944,1790311533,382.83,12.99026,77.62259,24.51,4.043,0
945,1790311534,383.65,12.99028,77.62262,24.42,4.046,0
946,1790311535,385.27,12.9903,77.62265,24.74,4.039,0
947,1790311536,386.19,12.99032,77.62268,24.52,4.04,0
948,1790311537,386.51,12.99034,77.62271,24.53,4.044,0
949,1790311538,387.85,12.99036,77.62274,24.47,4.049,0
950,1790311539,388.11,12.99038,77.62277,24.55,4.043,0
951,1790311540,389.74,12.9904,77.6228,24.46,4.043,0
952,1790311541,390.7,12.99042,77.62283,24.38,4.038,0
953,1790311542,391.65,12.99044,77.62286,24.89,4.039,0
954,1790311543,392.55,12.99046,77.62289,24.51,4.044,0
955,1790311544,393.29,12.99048,77.62292,24.64,4.041,0
956,1790311545,394.37,12.9905,77.62295,24.3,4.039,0
957,1790311546,395.38,12.99052,77.62298,24.55,4.038,0
958,1790311547,396.31,12.99054,77.62301,24.78,4.04,0
959,1790311548,396.36,12.99056,77.62304,24.56,4.039,0
960,1790311549,397.81,12.99058,77.62307,24.76,4.041,0
961,1790311550,398.19,12.9906,77.6231,,4.039,0
962,1790311551,399.29,12.99062,77.62313,24.38,4.04,0
963,1790311552,400.88,12.99064,77.62316,24.28,4.042,0
964,1790311553,401.17,12.99066,77.62319,24.44,4.04,0
965,1790311554,402.39,12.99068,77.62322,24.29,4.039,0
966,1790311555,402.9,12.9907,77.62325,24.37,4.045,0
967,1790311556,404.22,12.99072,77.62328,24.63,4.044,0
968,1790311557,405.4,12.99074,77.62331,24.83,4.043,0
969,1790311558,405.9,12.99076,77.62334,24.57,4.04,0
970,1790311559,407.37,12.99078,77.62337,24.54,4.039,0
971,1790311560,407.57,12.9908,77.6234,24.42,4.037,0
972,1790311561,409.22,12.99082,77.62343,24.7,4.036,0
973,1790311562,410.24,12.99084,77.62346,24.55,4.043,0
974,1790311563,411.18,12.99086,77.62349,24.8,4.036,0
975,1790311564,411.76,12.99088,77.62352,24.38,4.042,0
976,1790311565,412.95,12.9909,77.62355,24.25,4.044,0
977,1790311566,413.19,12.99092,77.62358,24.72,4.042,0
978,1790311567,414.25,12.99094,77.62361,24.71,4.042,0
979,1790311568,415.01,12.99096,77.62364,24.56,4.042,0
980,1790311569,416.46,12.99098,77.62367,24.75,4.033,0
981,1790311570,417.4,12.991,77.6237,24.77,4.039,0
982,1790311571,418.19,12.99102,77.62373,24.3,4.043,0
983,1790311572,419.45,12.99104,77.62376,24.49,4.036,0
984,1790311573,419.99,12.99106,77.62379,24.24,4.035,0
985,1790311574,420.66,12.99108,77.62382,24.5,4.033,0
986,1790311575,422.3,12.9911,77.62385,24.3,4.034,0
987,1790311576,423.03,12.99112,77.62388,24.73,4.04,0
988,1790311577,423.57,12.99114,77.62391,24.18,4.038,0
989,1790311578,425.11,12.99116,77.62394,24.63,4.04,0
990,1790311579,425.99,12.99118,77.62397,24.74,4.036,0
991,1790311580,427.01,12.9912,77.624,24.4,4.033,0
992,1790311581,427.31,12.99122,77.62403,24.24,4.034,0
993,1790311582,428.9,12.99124,77.62406,24.63,4.041,0
994,1790311583,429.55,12.99126,77.62409,24.25,4.041,0
995,1790311584,430.53,12.99128,77.62412,24.71,4.039,0
996,1790311585,431.0,12.9913,77.62415,24.49,4.033,0
997,1790311586,432.04,12.99132,77.62418,24.55,4.032,0
998,1790311587,433.4,12.99134,77.62421,24.71,4.039,0
999,1790311588,434.01,12.99136,77.62424,24.73,4.04,0
1000,1790311589,434.6,12.99138,77.62427,24.49,4.039,0
1001,1790311590,436.49,12.9914,77.6243,24.26,4.036,0
1002,1790311591,437.4,12.99142,77.62433,24.2,4.037,0
1003,1790311592,437.65,12.99144,77.62436,24.71,4.032,0
1004,1790311593,439.25,12.99146,77.62439,24.16,4.037,0
1005,1790311594,439.95,12.99148,77.62442,24.64,4.033,0
1006,1790311595,440.53,12.9915,77.62445,24.26,4.03,0
1007,1790311596,441.47,12.99152,77.62448,24.16,4.029,0
1008,1790311597,442.56,12.99154,77.62451,24.54,4.039,0
1009,1790311598,444.0,12.99156,77.62454,24.4,4.033,0
1010,1790311599,444.62,12.99158,77.62457,24.15,4.034,0
1011,1790311600,445.89,12.9916,77.6246,24.48,4.035,0
1012,1790311601,446.14,12.99162,77.62463,24.13,4.036,0
1013,1790311602,447.23,12.99164,77.62466,24.27,4.038,0
1014,1790311603,447.97,12.99166,77.62469,24.18,4.032,0
1015,1790311604,449.58,12.99168,77.62472,24.4,4.037,0
1016,1790311605,449.9,12.9917,77.62475,24.43,4.033,0
1017,1790311606,451.25,12.99172,77.62478,24.09,4.036,0
1018,1790311607,451.89,12.99174,77.62481,24.59,4.029,0
1019,1790311608,452.79,12.99176,77.62484,24.18,4.029,0
1020,1790311609,454.35,12.99178,77.62487,24.49,4.034,0
1021,1790311610,454.88,12.9918,77.6249,24.22,4.029,0
1022,1790311611,455.62,12.99182,77.62493,24.39,4.035,0
1023,1790311612,456.68,12.99184,77.62496,24.27,4.03,0
1024,1790311613,457.79,12.99186,77.62499,24.44,4.032,0
1025,1790311614,458.66,12.99188,77.62502,24.06,4.028,0
1026,1790311615,459.72,12.9919,77.62505,24.08,4.034,0
1027,1790311616,460.7,12.99192,77.62508,24.27,4.031,0
1028,1790311617,462.02,12.99194,77.62511,24.08,4.03,0
1029,1790311618,462.5,12.99196,77.62514,24.55,4.029,0
1030,1790311619,463.74,12.99198,77.62517,24.18,4.03,0
1031,1790311620,464.49,12.992,77.6252,24.18,4.026,0
1032,1790311621,465.98,12.99202,77.62523,24.41,4.026,0
1033,1790311622,466.54,12.99204,77.62526,24.33,4.035,0
1034,1790311623,467.76,12.99206,77.62529,24.34,4.033,0
1035,1790311624,468.96,12.99208,77.62532,24.25,4.029,0
1036,1790311625,469.98,12.9921,77.62535,24.28,4.033,0
1037,1790311626,470.56,12.99212,77.62538,24.05,4.033,0
1038,1790311627,471.76,12.99214,77.62541,24.29,4.033,0
1039,1790311628,472.83,12.99216,77.62544,24.4,4.03,0
1040,1790311629,473.12,12.99218,77.62547,24.43,4.026,0
1041,1790311630,474.95,12.9922,77.6255,24.56,4.031,0
1042,1790311631,475.08,12.99222,77.62553,24.23,4.033,0
1043,1790311632,476.37,12.99224,77.62556,24.57,4.029,0
1044,1790311633,477.73,12.99226,77.62559,24.12,4.032,0
1045,1790311634,478.79,12.99228,77.62562,24.01,4.027,0
1046,1790311635,479.26,12.9923,77.62565,24.16,4.025,0
1047,1790311636,480.3,12.99232,77.62568,24.48,4.03,0
1048,1790311637,481.43,12.99234,77.62571,24.27,4.026,0
1049,1790311638,482.2,12.99236,77.62574,24.04,4.028,0
1050,1790311639,483.54,12.99238,77.62577,24.51,4.031,0
1051,1790311640,484.32,12.9924,77.6258,24.0,4.025,0
1052,1790311641,485.28,12.99242,77.62583,24.15,4.026,0
1053,1790311642,486.1,12.99244,77.62586,24.23,4.027,0
1054,1790311643,486.74,12.99246,77.62589,24.1,4.022,0
1055,1790311644,488.3,12.99248,77.62592,24.35,4.021,0
1056,1790311645,489.56,12.9925,77.62595,24.13,4.023,0
1057,1790311646,490.41,12.99252,77.62598,24.47,4.03,0
1058,1790311647,490.66,12.99254,77.62601,24.41,4.024,0
1059,1790311648,491.91,12.99256,77.62604,24.21,4.027,0
1060,1790311649,492.72,12.99258,77.62607,24.43,4.021,0
1061,1790311650,494.58,12.9926,77.6261,24.18,4.028,0
1062,1790311651,494.86,12.99262,77.62613,24.15,4.026,0
1063,1790311652,495.77,12.99264,77.62616,24.03,4.028,0
1064,1790311653,497.31,12.99266,77.62619,24.36,4.028,0
1065,1790311654,498.38,12.99268,77.62622,24.2,4.021,0
1066,1790311655,498.87,12.9927,77.62625,24.19,4.02,0
1067,1790311656,500.4,12.99272,77.62628,24.42,4.019,0
1068,1790311657,500.73,12.99274,77.62631,24.38,4.027,0
1069,1790311658,501.78,12.99276,77.62634,24.15,4.028,0
1070,1790311659,503.23,12.99278,77.62637,24.04,4.027,0
1071,1790311660,504.03,12.9928,77.6264,24.25,4.019,0
1072,1790311661,504.55,12.99282,77.62643,24.09,4.024,0
1073,1790311662,505.69,12.99284,77.62646,24.38,4.024,0
1074,1790311663,506.86,12.99286,77.62649,23.96,4.027,0
1075,1790311664,508.26,12.99288,77.62652,24.27,4.021,0
1076,1790311665,508.89,12.9929,77.62655,23.95,4.023,0
1077,1790311666,510.46,12.99292,77.62658,24.36,4.023,0
1078,1790311667,511.18,12.99294,77.62661,24.01,4.021,0
1079,1790311668,511.52,12.99296,77.62664,24.31,4.025,0
1080,1790311669,512.51,12.99298,77.62667,24.39,4.023,0
1081,1790311670,514.1,12.993,77.6267,23.85,4.02,0
1082,1790311671,515.31,12.99302,77.62673,24.01,4.027,0
1083,1790311672,516.15,12.99304,77.62676,24.08,4.02,0
1084,1790311673,516.86,12.99306,77.62679,23.98,4.021,0
1085,1790311674,518.19,12.99308,77.62682,24.31,4.02,0
1086,1790311675,518.62,12.9931,77.62685,24.13,4.023,0
1087,1790311676,520.36,12.99312,77.62688,24.03,4.022,0
1088,1790311677,521.14,12.99314,77.62691,23.99,4.017,0
1089,1790311678,521.59,12.99316,77.62694,24.4,4.021,0
1090,1790311679,523.4,12.99318,77.62697,23.96,4.022,0
1091,1790311680,524.44,12.9932,77.627,23.98,4.016,0
1092,1790311681,525.32,12.99322,77.62703,24.34,4.023,0
1093,1790311682,526.36,12.99324,77.62706,24.15,4.022,0
1094,1790311683,527.25,12.99326,77.62709,24.22,4.021,0
1095,1790311684,528.58,12.99328,77.62712,23.95,4.018,0
1096,1790311685,528.98,12.9933,77.62715,23.8,4.021,0
1097,1790311686,530.18,12.99332,77.62718,23.89,4.021,0
1098,1790311687,530.84,12.99334,77.62721,24.09,4.022,0
1099,1790311688,532.54,12.99336,77.62724,24.17,4.019,0
1100,1790311689,533.49,12.99338,77.62727,24.27,4.023,0
1101,1790311690,533.84,12.9934,77.6273,23.82,4.014,0
1102,1790311691,534.93,12.99342,77.62733,24.25,4.021,0
1103,1790311692,535.87,12.99344,77.62736,24.17,4.016,0
1104,1790311693,536.79,12.99346,77.62739,23.96,4.02,0
1105,1790311694,538.03,12.99348,77.62742,24.22,4.016,0
1106,1790311695,539.0,12.9935,77.62745,23.93,4.022,0
1107,1790311696,540.22,12.99352,77.62748,24.26,4.018,0
1108,1790311697,541.71,12.99354,77.62751,23.78,4.021,0
1109,1790311698,542.29,12.99356,77.62754,24.26,4.016,0
1110,1790311699,543.11,12.99358,77.62757,23.76,4.021,0
1111,1790311700,543.97,12.9936,77.6276,23.85,4.016,0
1112,1790311701,545.42,12.99362,77.62763,24.26,4.017,0
1113,1790311702,546.19,12.99364,77.62766,24.15,4.019,0
1114,1790311703,547.39,12.99366,77.62769,24.1,4.013,0
1115,1790311704,548.55,12.99368,77.62772,23.71,4.014,0
1116,1790311705,549.7,12.9937,77.62775,23.81,4.019,0
1117,1790311706,550.46,12.99372,77.62778,24.17,4.012,0
1118,1790311707,551.6,12.99374,77.62781,24.08,4.015,0
1119,1790311708,552.99,12.99376,77.62784,23.93,4.01,0
1120,1790311709,553.24,12.99378,77.62787,23.92,4.01,0
1121,1790311710,554.39,12.9938,77.6279,24.19,4.012,0
1122,1790311711,555.78,12.99382,77.62793,24.07,4.012,0
1123,1790311712,556.81,12.99384,77.62796,23.89,4.011,0
1124,1790311713,557.53,12.99386,77.62799,24.03,4.011,0
1125,1790311714,559.0,12.99388,77.62802,23.86,4.012,0
1126,1790311715,559.94,12.9939,77.62805,24.03,4.012,0
1127,1790311716,561.13,12.99392,77.62808,24.27,4.012,0
1128,1790311717,562.17,12.99394,77.62811,23.89,4.011,0
1129,1790311718,563.26,12.99396,77.62814,24.21,4.013,0
1130,1790311719,563.57,12.99398,77.62817,24.1,4.01,0
1131,1790311720,565.1,12.994,77.6282,24.01,4.01,0
1132,1790311721,565.77,12.99402,77.62823,24.04,4.008,0
1133,1790311722,567.32,12.99404,77.62826,23.8,4.013,0
1134,1790311723,567.52,12.99406,77.62829,24.24,4.015,0
1135,1790311724,569.16,12.99408,77.62832,23.65,4.015,0
1136,1790311725,569.96,12.9941,77.62835,23.87,4.013,0
1137,1790311726,571.05,12.99412,77.62838,23.72,4.014,0
1138,1790311727,572.25,12.99414,77.62841,23.81,4.014,0
1139,1790311728,573.32,12.99416,77.62844,23.79,4.013,0
1140,1790311729,573.84,12.99418,77.62847,24.12,4.008,0
1141,1790311730,575.45,12.9942,77.6285,23.69,4.008,0
1142,1790311731,575.88,12.99422,77.62853,23.74,4.008,0
1143,1790311732,577.08,12.99424,77.62856,23.92,4.008,0
1144,1790311733,578.56,12.99426,77.62859,23.79,4.006,0
1145,1790311734,579.4,12.99428,77.62862,23.73,4.015,0
1146,1790311735,580.27,12.9943,77.62865,23.6,4.013,0
1147,1790311736,581.89,12.99432,77.62868,24.1,4.013,0
1148,1790311737,582.18,12.99434,77.62871,23.64,4.011,0
1149,1790311738,583.79,12.99436,77.62874,23.65,4.008,0
1150,1790311739,584.35,12.99438,77.62877,24.18,4.008,0
1151,1790311740,585.62,12.9944,77.6288,23.64,4.007,0
1152,1790311741,586.25,12.99442,77.62883,23.75,4.013,0
1153,1790311742,587.56,12.99444,77.62886,24.02,4.006,0
1154,1790311743,589.06,12.99446,77.62889,23.6,4.014,0
1155,1790311744,590.01,12.99448,77.62892,23.67,4.008,0
1156,1790311745,590.84,12.9945,77.62895,23.94,4.013,0
1157,1790311746,591.54,12.99452,77.62898,24.05,4.006,0
1158,1790311747,592.9,12.99454,77.62901,24.14,4.007,0
1159,1790311748,593.94,12.99456,77.62904,24.06,4.012,0
1160,1790311749,595.25,12.99458,77.62907,24.03,4.004,0
1161,1790311750,596.35,12.9946,77.6291,23.59,4.012,0
1162,1790311751,596.86,12.99462,77.62913,23.79,4.009,0
1163,1790311752,598.56,12.99464,77.62916,23.95,4.005,0
1164,1790311753,599.19,12.99466,77.62919,23.76,4.003,0
1165,1790311754,600.54,12.99468,77.62922,24.03,4.013,0
1166,1790311755,601.05,12.9947,77.62925,24.08,4.004,0
1167,1790311756,602.38,12.99472,77.62928,23.56,4.005,0
1168,1790311757,603.34,12.99474,77.62931,23.94,4.009,0
1169,1790311758,604.86,12.99476,77.62934,23.87,4.008,0
1170,1790311759,606.12,12.99478,77.62937,23.91,4.005,0
1171,1790311760,606.72,12.9948,77.6294,23.93,4.003,0
1172,1790311761,607.92,12.99482,77.62943,23.66,4.004,0
1173,1790311762,609.0,12.99484,77.62946,23.73,4.009,0
1174,1790311763,609.94,12.99486,77.62949,24.09,4.002,0
1175,1790311764,611.08,12.99488,77.62952,23.59,4.009,0
1176,1790311765,612.35,12.9949,77.62955,24.01,4.002,0
1177,1790311766,613.05,12.99492,77.62958,23.63,4.011,0
1178,1790311767,613.67,12.99494,77.62961,23.62,4.007,0
1179,1790311768,615.09,12.99496,77.62964,23.62,4.005,0
1180,1790311769,616.55,12.99498,77.62967,23.75,4.009,0
1181,1790311770,617.27,12.995,77.6297,23.54,4.005,0
1182,1790311771,618.53,12.99502,77.62973,23.53,4.004,0
1183,1790311772,619.51,12.99504,77.62976,23.47,4.001,0
1184,1790311773,620.61,12.99506,77.62979,23.83,4.003,0
1185,1790311774,621.59,12.99508,77.62982,23.58,4.006,0
1186,1790311775,623.09,12.9951,77.62985,23.68,4.0,0
1187,1790311776,623.43,12.99512,77.62988,23.72,4.005,0
1188,1790311777,624.9,12.99514,77.62991,23.73,4.006,0
1189,1790311778,626.07,12.99516,77.62994,23.52,4.007,0
1190,1790311779,626.64,12.99518,77.62997,23.64,4.006,0
1191,1790311780,628.45,12.9952,77.63,23.62,4.003,0
1192,1790311781,629.26,12.99522,77.63003,23.47,4.0,0
1193,1790311782,629.77,12.99524,77.63006,23.86,4.005,0
1194,1790311783,630.81,12.99526,77.63009,23.8,4.0,0
1195,1790311784,632.71,12.99528,77.63012,23.66,4.003,0
1196,1790311785,633.63,12.9953,77.63015,23.85,3.999,0
1197,1790311786,634.33,12.99532,77.63018,23.98,4.005,0
1198,1790311787,635.59,12.99534,77.63021,23.87,4.002,0
1199,1790311788,636.73,12.99536,77.63024,23.98,3.998,0
1200,1790311789,637.65,12.99538,77.63027,23.73,3.997,0
1201,1790311790,639.16,12.9954,77.6303,23.9,4.002,0
1202,1790311791,639.81,12.99542,77.63033,23.95,3.999,0
1203,1790311792,640.96,12.99544,77.63036,23.84,3.997,0
1204,1790311793,641.85,12.99546,77.63039,23.75,4.005,0
1205,1790311794,643.03,12.99548,77.63042,23.62,4.006,0
1206,1790311795,644.53,12.9955,77.63045,23.84,3.999,0
1207,1790311796,645.65,12.99552,77.63048,23.96,4.001,0
1208,1790311797,645.9,12.99554,77.63051,23.63,4.003,0
1209,1790311798,647.61,12.99556,77.63054,23.55,4.002,0
1210,1790311799,648.8,12.99558,77.63057,23.8,4.004,0
1211,2026-09-25T10:20:00Z,649.65,12.9956,77.6306,23.49,4.001,0
1212,2026-09-25T10:20:01Z,650.39,12.99562,77.63063,23.57,4.002,0
1213,2026-09-25T10:20:02Z,652.17,12.99564,77.63066,23.75,4.005,0
1214,2026-09-25T10:20:03Z,652.77,12.99566,77.63069,23.78,3.998,0
1215,2026-09-25T10:20:04Z,653.47,12.99568,77.63072,23.56,3.999,0
1216,2026-09-25T10:20:05Z,655.01,12.9957,77.63075,23.75,3.998,0
1217,2026-09-25T10:20:06Z,656.28,12.99572,77.63078,23.84,3.997,0
1218,2026-09-25T10:20:07Z,657.46,12.99574,77.63081,23.82,3.999,0
1219,2026-09-25T10:20:08Z,657.73,12.99576,77.63084,23.43,4.001,0
1220,2026-09-25T10:20:09Z,658.99,12.99578,77.63087,23.78,3.996,0
1221,2026-09-25T10:20:10Z,660.16,12.9958,77.6309,23.48,4.001,0
1222,2026-09-25T10:20:11Z,661.65,12.99582,77.63093,23.51,4.001,0
1223,2026-09-25T10:20:12Z,662.08,12.99584,77.63096,23.81,3.994,0
1224,2026-09-25T10:20:13Z,664.01,12.99586,77.63099,23.76,4.002,0
1225,2026-09-25T10:20:14Z,664.97,12.99588,77.63102,23.66,3.995,0
1226,2026-09-25T10:20:15Z,666.1,12.9959,77.63105,23.79,3.996,0
1227,2026-09-25T10:20:16Z,667.08,12.99592,77.63108,23.87,3.996,0
1228,2026-09-25T10:20:17Z,668.47,12.99594,77.63111,23.9,3.995,0
1229,2026-09-25T10:20:18Z,669.15,12.99596,77.63114,23.31,3.995,0
1230,2026-09-25T10:20:19Z,670.32,12.99598,77.63117,23.77,4.001,0
1231,2026-09-25T10:20:20Z,671.62,12.996,77.6312,23.84,3.999,0
1232,2026-09-25T10:20:21Z,672.53,12.99602,77.63123,23.74,3.997,0
1233,2026-09-25T10:20:22Z,673.58,12.99604,77.63126,23.76,4.001,0
1234,2026-09-25T10:20:23Z,674.37,12.99606,77.63129,23.39,3.998,0
1235,2026-09-25T10:20:24Z,675.36,12.99608,77.63132,23.38,3.996,0
1236,2026-09-25T10:20:25Z,676.65,12.9961,77.63135,23.54,3.997,0
1237,2026-09-25T10:20:26Z,677.5,12.99612,77.63138,23.62,3.994,0
1238,2026-09-25T10:20:27Z,678.8,12.99614,77.63141,23.7,3.993,0
1239,2026-09-25T10:20:28Z,679.71,12.99616,77.63144,23.46,3.991,0
1240,2026-09-25T10:20:29Z,681.59,12.99618,77.63147,23.63,3.997,0
1241,2026-09-25T10:20:30Z,682.25,12.9962,77.6315,23.6,3.994,0
1242,2026-09-25T10:20:31Z,683.64,12.99622,77.63153,23.44,3.992,0
1243,2026-09-25T10:20:32Z,684.15,12.99624,77.63156,23.29,3.995,0
1244,2026-09-25T10:20:33Z,685.49,12.99626,77.63159,23.57,3.991,0
1245,2026-09-25T10:20:34Z,686.39,12.99628,77.63162,23.37,3.992,0
1246,2026-09-25T10:20:35Z,687.63,12.9963,77.63165,23.37,3.997,0
1247,2026-09-25T10:20:36Z,688.91,12.99632,77.63168,23.84,3.997,0
1248,2026-09-25T10:20:36Z,688.91,12.99632,77.63168,23.94,3.996,0
1249,2026-09-25T10:20:37Z,690.46,12.99634,77.63171,23.24,3.996,0
1250,2026-09-25T10:20:38Z,691.04,12.99636,77.63174,23.77,3.995,0
1251,2026-09-25T10:20:39Z,692.31,12.99638,77.63177,23.81,3.996,0
1252,2026-09-25T10:20:40Z,693.12,13.0464,77.6818,23.77,3.997,1
1253,2026-09-25T10:20:41Z,694.29,12.99642,77.63183,23.54,3.991,0
1254,2026-09-25T10:20:42Z,695.92,12.99644,77.63186,23.71,3.992,0
1255,2026-09-25T10:20:43Z,696.92,12.99646,77.63189,23.48,3.988,0
1256,2026-09-25T10:20:44Z,698.13,12.99648,77.63192,23.33,3.993,0
1257,2026-09-25T10:20:45Z,699.29,12.9965,77.63195,23.3,3.998,0
1258,2026-09-25T10:20:46Z,699.99,12.99652,77.63198,23.2,3.988,0
1259,2026-09-25T10:20:47Z,701.23,12.99654,77.63201,23.66,3.996,0
1260,2026-09-25T10:20:48Z,702.09,12.99656,77.63204,23.25,3.992,0
1261,2026-09-25T10:20:49Z,703.48,12.99658,77.63207,23.78,3.995,0
1262,2026-09-25T10:20:50Z,704.54,12.9966,77.6321,23.75,3.994,0
1263,2026-09-25T10:20:51Z,705.15,12.99662,77.63213,23.46,3.99,0
1264,2026-09-25T10:20:52Z,706.21,12.99664,77.63216,23.21,3.994,0
1265,2026-09-25T10:20:53Z,707.79,12.99666,77.63219,23.52,3.988,0
1266,2026-09-25T10:20:54Z,708.6,12.99668,77.63222,23.4,3.992,0
1267,2026-09-25T10:20:55Z,709.89,12.9967,77.63225,23.18,3.993,0
1268,2026-09-25T10:20:56Z,711.1,12.99672,77.63228,23.54,3.992,0
1269,2026-09-25T10:20:57Z,712.45,12.99674,77.63231,23.51,3.993,0
1270,2026-09-25T10:20:58Z,712.88,12.99676,77.63234,23.72,3.986,0
1271,2026-09-25T10:20:59Z,714.71,12.99678,77.63237,23.33,3.986,0
1272,2026-09-25T10:21:00Z,715.81,12.9968,77.6324,23.41,3.989,0
1273,2026-09-25T10:21:01Z,716.82,12.99682,77.63243,23.43,3.99,0
1274,2026-09-25T10:21:02Z,717.42,12.99684,77.63246,23.37,3.993,0
1275,2026-09-25T10:21:03Z,718.95,12.99686,77.63249,23.72,3.986,0
1276,2026-09-25T10:21:04Z,720.2,12.99688,77.63252,23.69,3.992,0
1277,2026-09-25T10:21:05Z,721.37,12.9969,77.63255,23.35,3.993,0
1278,2026-09-25T10:21:06Z,722.31,12.99692,77.63258,23.46,3.985,0
1279,2026-09-25T10:21:07Z,722.89,12.99694,77.63261,23.48,3.989,0
1280,2026-09-25T10:21:08Z,724.95,12.99696,77.63264,23.3,3.991,0
1281,2026-09-25T10:21:09Z,726.03,12.99698,77.63267,23.33,3.988,0
1282,2026-09-25T10:21:10Z,726.9,12.997,77.6327,23.42,3.985,0
1283,2026-09-25T10:21:11Z,727.6,12.99702,77.63273,23.61,3.985,0
1284,2026-09-25T10:21:12Z,728.68,12.99704,77.63276,23.59,3.992,0
1285,2026-09-25T10:21:13Z,730.48,12.99706,77.63279,23.66,3.993,0
1286,2026-09-25T10:21:14Z,731.21,12.99708,77.63282,23.43,3.986,0
1287,2026-09-25T10:21:15Z,731.95,12.9971,77.63285,23.16,3.99,0
1288,2026-09-25T10:21:16Z,733.49,12.99712,77.63288,23.29,3.983,0
1289,2026-09-25T10:21:17Z,734.79,12.99714,77.63291,23.15,3.988,0
1290,2026-09-25T10:21:18Z,736.16,12.99716,77.63294,23.27,3.987,0
1291,2026-09-25T10:21:19Z,737.01,12.99718,77.63297,23.26,3.988,0
1292,2026-09-25T10:21:20Z,738.09,12.9972,77.633,23.3,3.985,0
1293,2026-09-25T10:21:21Z,739.08,12.99722,77.63303,23.07,3.984,0
1294,2026-09-25T10:21:22Z,740.0,12.99724,77.63306,23.51,3.985,0
1295,2026-09-25T10:21:23Z,741.75,12.99726,77.63309,23.15,3.988,0
1296,2026-09-25T10:21:24Z,742.92,12.99728,77.63312,23.34,3.985,0
1297,2026-09-25T10:21:25Z,743.48,12.9973,77.63315,23.39,3.983,0
1298,2026-09-25T10:21:26Z,744.92,12.99732,77.63318,23.57,3.99,0
1299,2026-09-25T10:21:27Z,745.58,12.99734,77.63321,23.37,3.984,0
1300,2026-09-25T10:21:28Z,747.46,12.99736,77.63324,23.1,3.981,0
